title,category,lang
Двох підозрюваних у корупції українських дипломатів відкликали з Польщі,Політика,uk
У Раді почали використовувати сенсорну кнопку,Політика,uk
"Успішна судова реформа - каталізатор інтеграції України в ЄС та НАТО, - Зеленський",Політика,uk
"Ми поступово очищуємо команду від засланих козачків та випадкових людей, - Зеленський",Політика,uk
&quot;Слуга народу&quot; проситиме Зеленського йти на другий президентський термін,Політика,uk
"Стефанчук вважає, що на референдум можна винести питання вступу до НАТО та ЄС",Політика,uk
"Байден заявив, що вважає Путіна вбивцею",Політика,uk
США оголосили нові санкції проти РФ через отруєння Навального та Скрипалів,Політика,uk
19 березня відбудеться Українсько-Німецький економічний форум,Політика,uk
"Франція може взяти на себе провідну роль для перезавантаження Нормандського формату, - МЗС",Політика,uk
Зеленський планує цього року відвідати Вільнюс,Політика,uk
"РНБО готова до будь-якого сценарію розвитку подій з Росією, - Данілов",Політика,uk
Країни Балтії запровадили санкції проти 118 чиновників режиму Лукашенка,Політика,uk
"Призначення посла США в Україні може відбутися цієї весни, - Волкер",Політика,uk
Прем’єр-міністр анонсував перші аукціони &quot;Великої приватизації&quot; вже влітку,Політика,uk
"Данілов найближчим часом повідомить, як &quot;Мотор Січ&quot; передаватимуть державі",Політика,uk
"Україна планує відкрити посольства у трьох країнах світу, - Кулеба",Політика,uk
Росія продовжила заборону на в’їзд до Криму Мустафі Джемілєву,Політика,uk
ЄС продовжив санкції проти Януковича і його оточення,Політика,uk
"Україна планує дозволити подвійне громадянство з країнами ЄС та іншими, - Кулеба",Політика,uk
&quot;Укроборонпром&quot; готовий взяти в управління активи &quot;Мотор Січ&quot;,Політика,uk
США запроваджують санкції проти Коломойського за &quot;причетність до значної корупції&quot;,Політика,uk
"В Україні створять центр протидії дезінформації, - Зеленський",Політика,uk
"Знання англійської мови є запорукою незалежності нашої країни, - Данілов",Політика,uk
"Зеленський планує зустрітися окремо з кожним з лідерів &quot;нормандської четвірки&quot;, якщо спільна зустріч не відбудеться",Політика,uk
Наступне засідання РНБО відбудеться 12 березня,Політика,uk
"Російські танки в ОРДЛО заправляють паливом з заводу Марченко, - Данілов",Політика,uk
Зеленський підписав закон щодо оформлення іноземцям біометричних українських віз,Політика,uk
"Президент Литви вважає, що Путіна можна назвати вбивцею",Політика,uk
Разумков про &quot;Харківські угоди&quot;: Депутати не несуть відповідальності за голосування у Раді,Політика,uk
Президентка Грузії закликала повернути до Києва відкликаного посла,Політика,uk
Держсекретар США готовий обговорити санкції проти &quot;Північного потоку-2&quot; з конгресменами,Політика,uk
"&quot;Північний потік-2&quot; не потрібен енергетиці ЄС, - віцепрезидент Єврокомісії",Політика,uk
Дубінського обрали до керівного органу &quot;Слуги народу&quot;,Політика,uk
У Раді планують розглянути питання створення ТСК щодо &quot;вагнерівців&quot;,Політика,uk
"Рада цього тижня розгляне закони, пов'язані із земельною реформою, - Разумков",Політика,uk
Глави МЗС Британії і країн Балтії домовилися про співпрацю щодо України і Білорусі,Політика,uk
Дубінського виключили з партії &quot;Слуга народу&quot;,Політика,uk
Держмитниця та НАБУ підписали угоду щодо обміну інформацією,Політика,uk
"США будуть більш активними в питанні санкцій проти деяких олігархів, - Волкер",Політика,uk
"Україна не самотня перед обличчям агресії РФ, - МЗС Данії",Політика,uk
Міністри закордонних справ України і Франції обговорили загострення Росією безпекової ситуації,Політика,uk
Зеленський ввів санкції проти колишніх високопоставлених чиновників і правоохоронців,Політика,uk
"Зустріч Зеленського і Ердогана проходить тет-а-тет, обговорюють Донбас, Кримську платформу і двостороннє співробітництво, - ОПУ",Політика,uk
"Зеленський ревнує Медведчука через його переговори з Путіним, — Портников",Політика,uk
Глава МЗС Німеччина вбачає у словах Байдена про Путіна жорсткішу позицію США щодо Росії,Політика,uk
"Ситуація на Донбасі доводить необхідність більш рішучої реакції міжнародної спільноти на поведінку РФ, - Зеленський",Політика,uk
"Адміністрація США має намір провести телефонну розмову Байдена і Зеленського, - Волкер",Політика,uk
Разумков: Україна розраховує на співпрацю з США у сфері оборони та безпеки,Політика,uk
"Мендель знову оскандалилася, тепер — з «українською англійською»",Політика,uk
Президенти України і Туреччини підписали спільну декларацію,Політика,uk
Корнієнко: Вибори мера Харкова можуть відбутися 31 жовтня,Політика,uk
Держдеп США закликає компанії припинити участь у реалізації &quot;Північного потоку 2&quot;,Політика,uk
Україна і Японія 22 березня розпочнуть перемовини щодо Конвенції про уникнення подвійного оподаткування,Політика,uk
"У НАТО немає спільної позиції щодо &quot;Північного потоку-2&quot;, - Столтенберг",Політика,uk
Волкер вважає ключовим завдання США - тримати Україну на порядку денному міжнародної політики,Політика,uk
"Меркель закликала Україну продовжити боротьбу з корупцією, судову і земельну реформи",Політика,uk
Зеленський ввів у дію рішення РНБО про стратегію воєнної безпеки України,Політика,uk
Канада ввела санкції проти РФ за окупацію Криму,Політика,uk
Китай та Іран підписали угоду про співпрацю на 25 років,Політика,uk
Зеленський ввів у дію рішення РНБО про продовження санкцій щодо &quot;Сбербанку&quot; і &quot; Промінвестбанку&quot;,Політика,uk
"Агресивні дії Росії є загрозою євроатлантичної безпеки, - глави МЗС країн НАТО",Політика,uk
Шмигаль нагадав про геополітичну загрозу &quot;Північного потоку-2&quot; главі Бундестагу Німеччини,Політика,uk
"Лише в повному складі &quot;Норманді&quot; можна говорити про врегулювання конфлікту на Сході, - МЗС",Політика,uk
"В Україні зменшать використання свинцю, - міністр",Політика,uk
«Велике будівництво»: Кропивницька лікарня швидкої допомоги вперше за пів століття дочекалася реконструкції,Політика,uk
Київрада не підтримала звернення до Кабміну про пряму закупівлю столицею вакцин,Політика,uk
Зеленський затвердив Національну стратегію у сфері прав людини,Політика,uk
"Українське законодавство необхідно &quot;дерадянізувати&quot;, - Стефанчук",Політика,uk
Колишнього голову правління &quot;ПриватБанку&quot; оголошено в розшук,Політика,uk
Сенатори вимагають від Держдепу США врешті зупинити Nord Stream 2 санкціями,Політика,uk
Зеленський ввів у дію рішення РНБО щодо заводу &quot;Мотор Січ&quot;,Політика,uk
Кабмін схвалив план пріоритетних дій уряду,Політика,uk
«Велике будівництво»: Укравтодор відбудовує популярний туристичний маршрут до зони відчуження,Політика,uk
Азарову оголошено про підозру в держзраді за погодження проекту &quot;Харківських угод&quot;,Політика,uk
"Росія нав'язує нам наратив Донбасу, - Данілов",Політика,uk
Зеленський підписав указ про показники оборонного замовлення на 2021-2023 роки,Політика,uk
"Маркарова розповіла, як працюють над організацією зустрічі Зеленського і Байдена",Політика,uk
«Велике будівництво»: уздовж траси Київ — Чоп висаджують нові дерева замість аварійних,Політика,uk
"Палиця розповів, як удвічі підняти мінімальну пенсію",Політика,uk
"В Офісі президента відреагували на переговори Франції, Німеччини та Росії щодо Донбасу",Політика,uk
"РНБО готує санкції проти нардепа Холодова за контрабанду сигарет, — експерт",Політика,uk
"Україна і Катар підписали 13 важливих документів і два комерційні контракти, - Зеленський",Політика,uk
Байден висловив підтримку прогресу України в питанні отримання членства в НАТО,Політика,uk
"Зеленський шкодує, що засідання РНБО проходять тільки раз на тиждень",Політика,uk
"Україна і США спільно протидіють російському впливу, - Маркарова",Політика,uk
Меркель і Макрон закликали Путіна сприяти стабілізації ситуації на сході України,Політика,uk
"РФ використовує поняття &quot;Донбас&quot; як інструмент інформаційної війни, - Данілов",Політика,uk
Мандат місії ОБСЄ в Україні продовжили ще на один рік,Політика,uk
"Україна буде пріоритетом для адміністрації Байдена, - тимчасова повірена у справах США в Україні",Політика,uk
Зеленський з офіційним візитом відвідає Катар,Політика,uk
Україна та Ізраїль мають намір посилити співпрацю на муніципальному рівні,Політика,uk
"Ескалація на Донбасі: експерт пояснив, чого злякався Кремль",Політика,uk
Маркарова: Україна хотіла б більшої залученості США до всіх форматів комунікацій,Політика,uk
"На довиборах у Раду на 87-му окрузі переміг Василь Вірастюк, - ЦВК",Політика,uk
"ТКГ обговорить розмінування на Донбасі до Великодня і повернення до режиму тиші, - Кравчук",Політика,uk
"Скупчення військ РФ поблизу кордону України - це тест для Байдена, - генерал США Ходжес",Політика,uk
"Політолог: Українські політики повинні підтримати «Велике будівництво» Зеленського так, як американські — план Байдена",Політика,uk
«Такі рішення перетворюють право в мотлох»: правозахисник про внутрішні санкції,Політика,uk
"Україна розглядає Катар як одного з ключових партнерів в Арабському світі, – Зеленський",Політика,uk
"Вихід з &quot;харківських угод&quot; - це один з кроків з деокупації Криму, - Резніков",Політика,uk
"Поліція розпочала 17 проваджень на 87-му окрузі, де на довиборах перемагає Вірастюк",Політика,uk
Чернівецька область виділить 6 мільйонів на креативні проєкти буковинців,Політика,uk
"ЗМІ назвали 10 пунктів, які об'єднують «Велике будівництво» Зеленського і план Байдена",Політика,uk
"На Закарпатті за програмою «Велике будівництво» відбудують аварійний міст, який веде до чотирьох країн",Політика,uk
«Урізати» територію України тепер буде неможливо: Стефанчук розповів про нюанси закону про референдум,Політика,uk
Меркель закликала Путіна скоротити військову присутність біля кордонів України,Політика,uk
Зеленський підписав закон про референдум,Політика,uk
Єврокомісія схвалила проект рішення Ради про Спільний авіапростір з Україною,Політика,uk
Глава МЗС Польщі обговорив ситуацію на сході України з Кравчуком і Резніковим,Політика,uk
Кремінь закликає міськраду Миколаєва скасувати регіональний статус російської мови,Політика,uk
Глави МЗС України та Естонії домовилися про консолідацію міжнародної підтримки через загострення на Донбасі,Політика,uk
"Україна готова постачати воду до Криму в бочках, але є умова, — Резніков",Політика,uk
Леонід Кравчук: «У Росії кишка коротка змагатися з демократичним світом»,Політика,uk
Вашингтон підтримує &quot;стриману й відповідальну позицію&quot; України на тлі ескалації агресії РФ,Політика,uk
"Санкціями РНБО намагаються підмінити неспроможність державних органів, — юрист",Політика,uk
Зеленський очікує підтримки від США незалежно від результатів президентських виборів,Політика,uk
"Політика санкцій проти Росії має тривати до повної деокупації Донбасу та Криму, - Дуда",Політика,uk
"Повернення делегації Росії до ПАРЄ підриває довіру до Організації, - Кулеба",Політика,uk
"У Раді місце Вакарчука займе ""кіборг"" Андрій Шараскін",Політика,uk
США заявили незмінність підтримки України в рамках оборонного пакету допомоги,Політика,uk
У Києві Дуда і Зеленський підпишуть важливу стратегію дій у різних сферах,Політика,uk
"Україна домагається звільнення кримських татар, а не обміну, - Кулеба",Політика,uk
Зеленський провів засідання РНБО,Політика,uk
Норвегія приєднається до санкцій ЄС щодо Росії через отруєння Навального,Політика,uk
"Євген МАРЧУК: Реформа Служби безпеки України потрібна, але потрібен і науково-освітній орган – Академія СБУ",Політика,uk
"ОБСЄ має пильно стежити за діями РФ, - Кулеба",Політика,uk
"Кампанія декларування у 2021 році завершилася, розпочинається перевірка",Політика,uk
Верховний Суд зобов’язав Президента спілкуватися державною мовою під час виконання службових обов’язків,Політика,uk
Зеленський запросив прем'єр-міністра Великої Британії до України,Політика,uk
Зеленський на зустрічі із Джонсоном наголосив на необхідності надання Україні Плану дій щодо членства в НАТО,Політика,uk
"Мовний омбудсмен вважає, що заяви щодо &quot;української російської мови&quot; не мають жодних перспектив",Політика,uk
Кабмін пропонує запровадити санкції проти Нікараґуа через призначення консула в окупованому Криму,Політика,uk
"Британський уряд схвалив кредитні гарантії на £2,5 мільярда для торгівлі з Україною",Політика,uk
"Україна та ЄС починають консультації про зміни Угоди про Асоціацію, - Стефанішина",Політика,uk
"Проти керівництва ""Нафтогазу"" порушили кримінальну справу, - Коболєв",Політика,uk
Президент Польші приїде сьогодні в Україну з офіційним візитом,Політика,uk
Президент Киргизстану Жеенбеков пішов у відставку,Політика,uk
ЄС продовжив санкції проти Росії у справі Скрипалів,Політика,uk
Зеленський сподівається на укладення угоди про ЗВТ із Туреччиною найближчим часом,Політика,uk
"Українці можуть відвідувати 58 країн, - МЗС",Суспільство,uk
Уперше в історії лавреат Нобелівської премії миру Далай-лама XIV поспілкувався з українцями,Суспільство,uk
На Житомирщині з'явилася Алея пам’яті загиблих на Сході України жінок,Суспільство,uk
"Уряд виділив постраждалим у пожежах на Харківщині 3,3 мільйона",Суспільство,uk
Президент України відвідав панахиду в Дніпрі,Суспільство,uk
"Понад 1,6 мільйона пенсіонерів отримали підвищення пенсій",Суспільство,uk
"Президент України пропонує запустити програму ""Здорова нація""",Суспільство,uk
Федоров: Скасовуємо довідку про склад сім’ї,Суспільство,uk
В Україні і світі збирають кошти для Музею Голодомору,Суспільство,uk
У Канаді померла відома громадська діячка української діаспори Анна Кісіль,Суспільство,uk
Зеленський назвав кроки на шляху до народовладдя,Суспільство,uk
"В Україні доступу до фіксованого інтернету не мають близько 46% сімей, - Мінцифри",Суспільство,uk
"Українська Рада бізнеса – керівнику офісу Президента: не варто прислухатися до  тіньовиків, почуйте доброчесний бізнес",Суспільство,uk
На Вінниччині вже розпочався продаж новорічних ялинок,Суспільство,uk
На Вінниччині з’явився пам’ятник томату,Суспільство,uk
Відкритий лист &quot;Чорноморської ТРК&quot; до віцепрем’єра Резнікова та голови Комітету ВРУ з питань бюджету Арістова,Суспільство,uk
ВР підтримала законопроєкт щодо пенсій військовим,Суспільство,uk
Кінодіячі вимагають відставки голови Держкіно через ситуацію на конкурсі з держфінансування,Культура,uk
"Суд заборонив продаж книги ""Справа Василя Стуса"" до усунення інформації про Медведчука",Культура,uk
"Тираж книги Кіпіані ""Правда Василя Стуса"" розкупили за лічені хвилини після вироку суду про заборону її розповсюдження, - видавництво",Культура,uk
Видавництво подасть апеляцію на рішення Дарницького суду щодо заборони книги Кіпіані про Стуса,Культура,uk
У Луцьку відкрили виставку друкованих матеріалів УПА,Культура,uk
У Львові відкрили виставку військової техніки,Культура,uk
У Росії виступили проти внесення рецепту українського борщу до спадщини ЮНЕСКО,Культура,uk
Кіпіані анонсував новий наклад своєї книги про Стуса,Культура,uk
МКІП розробляє ресурс для популяризації української мови,Культура,uk
У Ноттінгемі з'явилося нове графіті Бенксі,Культура,uk
Молоді митці можуть отримати грант Президента України на реалізацію власного мистецького проекту,Культура,uk
Архів львівського неофіційного мистецтва відтепер у відкритому доступі,Культура,uk
У трьох музеях Туреччини запустили україномовні гіди,Культура,uk
В Україні запрацювала театральна база даних,Культура,uk
У Києві з’явився віртуальний музей Івана Франка,Культура,uk
Українець став наймолодшим головним дириґентом у Польщі,Культура,uk
"Мінкультури України порекомендує до прочитання книжку ""Справа Василя Стуса"" й закупить частину майбутнього накладу для національних бібл",Культура,uk
Оголошено номінантів Шевченківської премії-2021,Культура,uk
"Кіпіані: ""Справа Василя Стуса"" вийде в аудіоверсії",Культура,uk
Київ потрапив до сотні найкращих міст світу,Культура,uk
"Внучка Ющенко изменила внешность после провала на ""Голосі країни""",Культура,uk
"У листопаді у ""Софії Київській"" відбудеться виставка конкурсних пропозицій ескізів великого Державного герба України",Культура,uk
Помер шотландський актор Шон Коннері,Культура,uk
Мінкульт затвердив перелік книг для поповнення бібліотек,Культура,uk
"Справа про ""скіфське золото"": Україна домоглася відводу судді",Культура,uk
Театральний фестиваль-премія ГРА розпочав прийом заявок,Культура,uk
"Вийшов офіційний трейлер воєнної драми ""Мати апостолів""",Культура,uk
"В Україні презентували міжнародний музичний альбом ""Звуки Чорнобиля""",Культура,uk
На Тернопільщині планують створити геологічний заказник,Культура,uk
У Сеулі триває виставка українських художників-ілюстраторів,Культура,uk
"Український інститут національної пам’яті та ""Історична правда"" випустили документальний цикл про політв'язнів",Культура,uk
ЛУЧШИЕ ФОТО НЕДЕЛИ ПО ВЕРСИИ БЕЛТА,Культура,uk
Cьогодні 89 років із дня утворення Київщини,Культура,uk
У Дубенському замку презентували оновлену Тронну залу,Культура,uk
"Примірники книги ""Справа Василя Стуса"" отримає низка бібліотек, - Ткаченко",Культура,uk
V Міжнародний фестиваль української ретро-музики ім. Весоловського: журі назвало переможців,Культура,uk
"З'явився новий сайт про літературу, мистецтво і музику Суспільне Культура",Культура,uk
На Житомирщині зафіксували розграбований курган,Культура,uk
"Міністерство культури оголосило конкурси на премії імені Шолом-Алейхема, Гончара та Гоголя",Культура,uk
57-летнюю Жанну Агузарову после пластики почти не узнать,Культура,uk
"Сфера культури недоотримає 50% доходів через карантин вихідного дня, - Ткаченко",Культура,uk
Зону відчуження торік відвідали 124 тисячі туристів,Культура,uk
Львівський музей завдяки рідкісним експонатам ознайомлює з історією християнства в Галичині,Культура,uk
У Хіно представили марки Україна-Японія,Культура,uk
У Львові презентували унікальну експозицію тактильних скульптур Пінзеля,Культура,uk
На Закарпатті до католицького Різдва розпочали прикрашати ялинки,Культура,uk
Новим головою Правління Української кіноакадемії обрали Пилипа Іллєнка,Культура,uk
Поетеса Людмила Дядченко представить Україну на літературному фестивалі в Туреччині,Культура,uk
"Збірка ""Список кораблів"" та ""Хлібне перемир’я"": Жадан презентував нові книги на Українському літературному вечорі",Культура,uk
"Стартував всеукраїнський учнівський конкурс ""Стежками Каменяра""",Культура,uk
Відбулася світова прем’єра фільму української режисерки Аліни Горлової “This Rain Will Never Stop” на Амстердамському фестивалю IDFA,Культура,uk
Подорож у трансову реальність Юрія Сивирина відкрили у львівській галереї,Культура,uk
У Довженко-Центрі відбудеться прем’єра реставрованого німого фільму Polonia Restituta в живому музичному супроводі,Культура,uk
"25 листопада ""День"" назве нового лауреата премії імені Джеймса Мейса",Культура,uk
Міністерство цифрової трансформації України та MEGOGO продовжують співпрацю,Культура,uk
Віктюка поховають у родинному склепі на Личаківському цвинтарі,Культура,uk
"Львівська опера до свого 120-річчя присвячує прем'єру ""Турандот"" лікарям",Культура,uk
"Активісти в фотодоказах демонструють, як знищується культурна спадщина Львова",Культура,uk
"У Вінниці відкрилася ""найоптимістичніша"" виставка юних майстрів з різних міст України",Культура,uk
Раніше неопубліковані роботи Толкіна про Середзем'я видадуть у 2021 році,Культура,uk
"Олег Сенцов завершив зйомки фільму ""Носоріг""",Культура,uk
"Оксана Линів отримала у Берліні нагороду ""Найкраща диригентка року""",Культура,uk
У Запоріжжі завершили зведення сучасної оранжереї,Культура,uk
Стали відомі переможці Дитячого Євробачення-2020,Культура,uk
На Дитячому Євробаченні-2020 перемогла Франція,Культура,uk
Найпрестижніший конкурс молодих піаністів у столиці відбудеться в наступному році,Культура,uk
Борщ потрапив до рейтингу найсмачніших супів у світі,Культура,uk
Лемківські пісні зазвучать на батьківщині Антонича,Культура,uk
"Визначили лауреатів Всеукраїнської театральної фестиваль-премії ""ГРА""",Культура,uk
"Українка отримала нагороду ""Найкращий диригент року""",Культура,uk
"Українська спортивна драма ""Пульс"" номінована на американському кінофестивалі",Культура,uk
"ТНМК присвятили нову пісню ""карантинному"" року",Культура,uk
"Українські шахісти здобули ""бронзу"" на міжнародному чемпіонаті",Культура,uk
Для віртуальних прогулянок доступними стали ще два нацпарки Буковини,Культура,uk
"Кароль выступила в финале ""Танців з зірками"" в прозрачном платье. ВИДЕО",Культура,uk
В Брюсселі показали картини української художниці ФОТО,Культура,uk
Лауреатом Мистецької премії Малевича став художник і фотограф Саша Курмаз,Культура,uk
У Сербії археологи виявили штаб римського легіону на кукурудзяному полі,Культура,uk
На цьому тижні польське телебачення покаже фільм про Голодомор в Україні,Культура,uk
Канада ратифікувала угоду про спільне аудіо-візуальне виробництво з Україною,Культура,uk
Головна ялинка Харкова засяє як Ейфелева вежа,Культура,uk
У Вінниці відкрилася виставка про історію українського війська,Культура,uk
На 72 році життя помер мистецтвознавець Василь Туркевич,Культура,uk
"У центрі Львова показали побутові предмети, які пов’язані з домашнім насильством",Культура,uk
У Луцьку презентували каталог творів українського художника Андроника Лазарчука,Культура,uk
Музиканти з 8 країн привітають українців з різдвяними та новорічними святами у Zoom,Культура,uk
Театр “Золоті ворота” запрошує до перегляду відео-версій постановок,Культура,uk
"Українка здобула перемогу на тюркському ""Євробаченні""",Культура,uk
Поетичну збірку Жадана &quot;Новий правопис&quot; номінували на PEN America Literary Awards,Культура,uk
ЛУЧШИЕ ФОТО НЕДЕЛИ ПО ВЕРСИИ БЕЛТА,Культура,uk
"Сергій Сергійович Saigon, Уляна Чуба та Оксана Забужко здобули премію Книга року BBC-2020",Культура,uk
"В київському ""Жовтні"" тривають покази найкращих стрічок року",Культура,uk
Мінреінтеграції просить включити кримськотатарську мову у сервіс Google Translate,Культура,uk
В Закарпатті до музею передали старовинний тарагот,Культура,uk
Вінницькі історики відзняли документальний фільм про початок німецької окупації на Поділлі,Культура,uk
Музей міста збирає спогади дитинства мешканців Львова,Культура,uk
"7% ПДВ для креативних індустрій запрацює з Нового року, - Ткаченко",Культура,uk
На Банковій до Дня святого Миколая відкриють святковий майданчик,Культура,uk
"Вийшов офіційний саундтрек до фільму Зази Буадзе ""Мати Апостолів""",Культура,uk
"23 грудня відбудеться презентація онлайн-події ""Європейський шлях Українця. Михайло Паращук""",Культура,uk
"Печатка на іконі подарованій Лаврову, вказує на те, що вона є власністю України, - МКІП",Культура,uk
ЛУЧШИЕ ФОТО НЕДЕЛИ ПО ВЕРСИИ БЕЛТА,Культура,uk
Відбувся другий тур конкурсу на здобуття Національної премії України імені Тараса Шевченка 2021 року,Культура,uk
В Україні з’явиться сайт про збройну агресію РФ на Донбасі і в Криму,Культура,uk
У Львові урочисто відкрили різдвяну шопку,Культура,uk
Вінницький архів представив виставку особливо цінних документів,Культура,uk
У Тернополі відкрили найбільшу в країні Різдвяну шопку в якій є більше ста біблійних персонажів,Культура,uk
У соборі Паризької Богоматері провели перший різдвяний концерт після пожежі,Культура,uk
"Житель Закарпаття встановив рекорд України, зібравши понад 3 тисячі дзвіночків із 165-ти країн світу",Культура,uk
Міжнародна конференція до 150-річчя Агатангела Кримського відбудеться у Лівані,Культура,uk
"Полякова засмущала Данилко, приспустив перед ним халатик",Культура,uk
"Українського ""Щедрика"" виконали на азербайджанських національних інструментах",Культура,uk
"""Якщо було завтра"": українська стрічка здобула перемогу на кінофестивалі в Барселоні",Культура,uk
Для пішохідного туризму в Карпатах створять анімації формату 3D,Культура,uk
"В Україні започатковують церемоніал вшанування загиблих героїв ""Шануй та Пам’ятай""",Культура,uk
Тернопільські літератори відзначили 70-річчя літоб’єднання і передали книжки бійцям,Культура,uk
У Львові майстри виготовили різдвяний дідух,Культура,uk
ЛУЧШИЕ ФОТО НЕДЕЛИ ПО ВЕРСИИ БЕЛТА,Культура,uk
Відомий маестро запрошує українців відкрити для себе віднайдені твори Максима Березовського,Культура,uk
"На Львівщині захисники відстоюють оборонну фортецю, яку бізнес хоче перетворити на піщаний кар’єр",Культура,uk
Гурт Go_A випустили нову пісню «Шум»,Культура,uk
"Мукачівський замок ""Паланок"" на новорічні свята відвідало понад 3 тисячі туристів",Культура,uk
Між Україною та Канадою почала діяти угода про спільне аудіовізуальне виробництво,Культура,uk
Музей Майдану започатковує вшанування днів народження Героїв Небесної Сотні,Культура,uk
У Вінниці заснували літературну премію імені Миколи Рябого,Культура,uk
На Дніпропетровщині дайвери встановили новорічну ялинку на глибині 32 метри,Культура,uk
Українська стрічка відкриє Міжнародний кінофестиваль у США,Культура,uk
У США українська спортивна драма відкриє кінофестиваль,Культура,uk
В Олиці на Волині відреставрували дзвіницю колегіального костелу Святої Трійці - пам’ятки національного значення,Культура,uk
ЛУЧШИЕ ФОТО НЕДЕЛИ ПО ВЕРСИИ БЕЛТА,Культура,uk
Гуцульська коляда Верховинщини стане надбанням культурної спадщини ЮНЕСКО,Культура,uk
Львів’янам демонструють виставку аргентинських фотохудожниць,Культура,uk
"Фестиваль ""Нове британське кіно"" відбудеться онлайн і зі змінами в концепції",Культура,uk
